,EMPRESA_ID,RAZAO SOCIAL,NOME FANTASIA,ENDERECO,ENDERECO NUMERO,ENDERECO COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TAMANHO,CAPITAL SOCIAL,FATURAMENTO,FUNCIONARIOS,DATA DE ABERTURA,TIPO DE UNIDADE,SITUACAO,ATIVIDADE PRINCIPAL,NATUREZA JURIDICA,TELEFONE 1,TELEFONE 2,TELEFONE 3,TELEFONE 4,TELEFONE 5,WEBSITE 1,WEBSITE 2,WEBSITE 3,WEBSITE 4,WEBSITE 5
3316,EMPRESA_ID_659,EMPRESA 659,NOME FANTASIA 659,ENDERECO 659,NUMERO 659,COMPLEMENTO 659,BAIRRO 659,ITAPECERICA DA SERRA,SP,CEP 659,MICRO,"R$ 501 - R$ 2,5 M",1400000100.0,51 - 200,01/13/2004,FILIAL,ATIVA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Empresa Privada,TELEFONE 1_EMPRESA_659,,,,,WEBSITE 1_EMPRESA_659,,,,
3317,EMPRESA_ID_66,EMPRESA 66,NOME FANTASIA 66,ENDERECO 66,NUMERO 66,COMPLEMENTO 66,BAIRRO 66,MAUA,SP,CEP 66,MEDIO,"R$ 501 - R$ 2,5 M",90000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Fabricação de outros produtos de metal não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_66,TELEFONE 2_EMPRESA_66,TELEFONE 3_EMPRESA_66,TELEFONE 4_EMPRESA_66,TELEFONE 5_EMPRESA_66,WEBSITE 1_EMPRESA_66,,,,
3318,EMPRESA_ID_660,EMPRESA 660,NOME FANTASIA 660,ENDERECO 660,NUMERO 660,COMPLEMENTO 660,BAIRRO 660,SAO PAULO,SP,CEP 660,DEMAIS,"R$ 2,5 M - R$ 10 M",8000000100.0,201 - 500,01/01/1970,MATRIZ,BAIXADA,"Comércio atacadista de jóias, relógios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas",Empresa Privada,TELEFONE 1_EMPRESA_660,,,,,,,,,
3319,EMPRESA_ID_661,EMPRESA 661,NOME FANTASIA 661,ENDERECO 661,NUMERO 661,COMPLEMENTO 661,BAIRRO 661,SAO PAULO,SP,CEP 661,DEMAIS,R$ 10 M - R$ 50 M,1100000100.0,51 - 200,01/01/1970,FILIAL,BAIXADA,Comércio atacadista de ferragens e ferramentas,Empresa Privada,TELEFONE 1_EMPRESA_661,,,,,,,,,
3320,EMPRESA_ID_662,EMPRESA 662,NOME FANTASIA 662,ENDERECO 662,NUMERO 662,COMPLEMENTO 662,BAIRRO 662,SAO PAULO,SP,CEP 662,MEDIO,R$ 50 M - R$ 100 M,2600000100.0,51 - 200,12/27/1994,MATRIZ,ATIVA,Serviços de engenharia,Empresa Privada,TELEFONE 1_EMPRESA_662,TELEFONE 2_EMPRESA_662,TELEFONE 3_EMPRESA_662,TELEFONE 4_EMPRESA_662,TELEFONE 5_EMPRESA_662,,,,,
3321,EMPRESA_ID_663,EMPRESA 663,NOME FANTASIA 663,ENDERECO 663,NUMERO 663,COMPLEMENTO 663,BAIRRO 663,SAO PAULO,SP,CEP 663,GRANDE,"R$ 2,5 M - R$ 10 M",800000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo,Empresa Privada,TELEFONE 1_EMPRESA_663,TELEFONE 2_EMPRESA_663,TELEFONE 3_EMPRESA_663,TELEFONE 4_EMPRESA_663,TELEFONE 5_EMPRESA_663,WEBSITE 1_EMPRESA_663,WEBSITE 2_EMPRESA_663,WEBSITE 3_EMPRESA_663,WEBSITE 4_EMPRESA_663,WEBSITE 5_EMPRESA_663
3322,EMPRESA_ID_664,EMPRESA 664,NOME FANTASIA 664,ENDERECO 664,NUMERO 664,COMPLEMENTO 664,BAIRRO 664,NOVA ODESSA,SP,CEP 664,PEQUENO,null,36000100.0,4 - 10,09/27/2002,MATRIZ,ATIVA,Produção de alumínio e suas ligas em formas primárias,Empresa Privada,TELEFONE 1_EMPRESA_664,TELEFONE 2_EMPRESA_664,TELEFONE 3_EMPRESA_664,,,WEBSITE 1_EMPRESA_664,,,,
3323,EMPRESA_ID_665,EMPRESA 665,NOME FANTASIA 665,ENDERECO 665,NUMERO 665,COMPLEMENTO 665,BAIRRO 665,SAO PAULO,SP,CEP 665,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,05/28/1998,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_665,TELEFONE 2_EMPRESA_665,,,,WEBSITE 1_EMPRESA_665,,,,
3324,EMPRESA_ID_666,EMPRESA 666,NOME FANTASIA 666,ENDERECO 666,NUMERO 666,COMPLEMENTO 666,BAIRRO 666,SAO PAULO,SP,CEP 666,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_666,TELEFONE 2_EMPRESA_666,TELEFONE 3_EMPRESA_666,TELEFONE 4_EMPRESA_666,TELEFONE 5_EMPRESA_666,WEBSITE 1_EMPRESA_666,,,,
3325,EMPRESA_ID_667,EMPRESA 667,NOME FANTASIA 667,ENDERECO 667,NUMERO 667,COMPLEMENTO 667,BAIRRO 667,RIO DE JANEIRO,RJ,CEP 667,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,01/01/1970,FILIAL,ATIVA,Serviços de assistência social sem alojamento,Associação,TELEFONE 1_EMPRESA_667,,,,,WEBSITE 1_EMPRESA_667,,,,
3326,EMPRESA_ID_668,EMPRESA 668,NOME FANTASIA 668,ENDERECO 668,NUMERO 668,COMPLEMENTO 668,BAIRRO 668,SAO PAULO,SP,CEP 668,MICRO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,06/17/1999,MATRIZ,ATIVA,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Empresa Privada,TELEFONE 1_EMPRESA_668,TELEFONE 2_EMPRESA_668,TELEFONE 3_EMPRESA_668,TELEFONE 4_EMPRESA_668,,,,,,
3327,EMPRESA_ID_669,EMPRESA 669,NOME FANTASIA 669,ENDERECO 669,NUMERO 669,COMPLEMENTO 669,BAIRRO 669,SAO PAULO,SP,CEP 669,MEDIO,R$ 10 M - R$ 50 M,330000100.0,11 - 50,11/13/1968,MATRIZ,ATIVA,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",Empresa Privada,TELEFONE 1_EMPRESA_669,TELEFONE 2_EMPRESA_669,TELEFONE 3_EMPRESA_669,TELEFONE 4_EMPRESA_669,,WEBSITE 1_EMPRESA_669,WEBSITE 2_EMPRESA_669,WEBSITE 3_EMPRESA_669,,
3328,EMPRESA_ID_67,EMPRESA 67,NOME FANTASIA 67,ENDERECO 67,NUMERO 67,COMPLEMENTO 67,BAIRRO 67,FLORIANOPOLIS,SC,CEP 67,PEQUENO,"R$ 2,5 M - R$ 10 M",400000100.0,51 - 200,10/30/1998,MATRIZ,ATIVA,Consultoria em tecnologia da informação,Empresa Privada,TELEFONE 1_EMPRESA_67,TELEFONE 2_EMPRESA_67,TELEFONE 3_EMPRESA_67,TELEFONE 4_EMPRESA_67,TELEFONE 5_EMPRESA_67,WEBSITE 1_EMPRESA_67,WEBSITE 2_EMPRESA_67,WEBSITE 3_EMPRESA_67,WEBSITE 4_EMPRESA_67,WEBSITE 5_EMPRESA_67
3329,EMPRESA_ID_670,EMPRESA 670,NOME FANTASIA 670,ENDERECO 670,NUMERO 670,COMPLEMENTO 670,BAIRRO 670,LONDRINA,PR,CEP 670,DEMAIS,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,09/16/1940,MATRIZ,ATIVA,"Preparação e fiação de fibras têxteis naturais, exceto algodão",Empresa Privada,TELEFONE 1_EMPRESA_670,TELEFONE 2_EMPRESA_670,TELEFONE 3_EMPRESA_670,TELEFONE 4_EMPRESA_670,TELEFONE 5_EMPRESA_670,,,,,
3330,EMPRESA_ID_671,EMPRESA 671,NOME FANTASIA 671,ENDERECO 671,NUMERO 671,COMPLEMENTO 671,BAIRRO 671,SAO PAULO,SP,CEP 671,MICRO,"R$ 501 - R$ 2,5 M",18000100.0,0 - 3,08/23/2011,FILIAL,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_671,,,,,,,,,
3331,EMPRESA_ID_672,EMPRESA 672,NOME FANTASIA 672,ENDERECO 672,NUMERO 672,COMPLEMENTO 672,BAIRRO 672,CAMPINAS,SP,CEP 672,MEDIO,R$ 51K - R$ 250 K,1100000100.0,51 - 200,10/25/1976,MATRIZ,ATIVA,Atividades de consultoria e auditoria contábil e tributária,Empresa Privada,TELEFONE 1_EMPRESA_672,TELEFONE 2_EMPRESA_672,TELEFONE 3_EMPRESA_672,,,WEBSITE 1_EMPRESA_672,,,,
3332,EMPRESA_ID_673,EMPRESA 673,NOME FANTASIA 673,ENDERECO 673,NUMERO 673,COMPLEMENTO 673,BAIRRO 673,SAO PAULO,SP,CEP 673,GRANDE,"R$ 501 - R$ 2,5 M",1100000100.0,51 - 200,07/21/1966,MATRIZ,ATIVA,Construção de edifícios,Empresa Privada,TELEFONE 1_EMPRESA_673,TELEFONE 2_EMPRESA_673,TELEFONE 3_EMPRESA_673,TELEFONE 4_EMPRESA_673,,WEBSITE 1_EMPRESA_673,,,,
3333,EMPRESA_ID_674,EMPRESA 674,NOME FANTASIA 674,ENDERECO 674,NUMERO 674,COMPLEMENTO 674,BAIRRO 674,SANTOS,SP,CEP 674,PEQUENO,R$ 251 - R$ 500 K,1100000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Atividades de agenciamento marítimo,Empresa Privada,TELEFONE 1_EMPRESA_674,TELEFONE 2_EMPRESA_674,TELEFONE 3_EMPRESA_674,TELEFONE 4_EMPRESA_674,TELEFONE 5_EMPRESA_674,WEBSITE 1_EMPRESA_674,,,,
3334,EMPRESA_ID_675,EMPRESA 675,NOME FANTASIA 675,ENDERECO 675,NUMERO 675,COMPLEMENTO 675,BAIRRO 675,SAO PAULO,SP,CEP 675,MICRO,R$ 0 - R$ 50 K,18000100.0,0 - 3,01/01/1970,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_675,TELEFONE 2_EMPRESA_675,TELEFONE 3_EMPRESA_675,TELEFONE 4_EMPRESA_675,TELEFONE 5_EMPRESA_675,WEBSITE 1_EMPRESA_675,WEBSITE 2_EMPRESA_675,WEBSITE 3_EMPRESA_675,,
3335,EMPRESA_ID_676,EMPRESA 676,NOME FANTASIA 676,ENDERECO 676,NUMERO 676,COMPLEMENTO 676,BAIRRO 676,SAO PAULO,SP,CEP 676,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,11/20/2001,MATRIZ,ATIVA,"Comércio atacadista de livros, jornais e outras publicações",Empresa Privada,TELEFONE 1_EMPRESA_676,TELEFONE 2_EMPRESA_676,TELEFONE 3_EMPRESA_676,TELEFONE 4_EMPRESA_676,TELEFONE 5_EMPRESA_676,WEBSITE 1_EMPRESA_676,WEBSITE 2_EMPRESA_676,,,
3336,EMPRESA_ID_677,EMPRESA 677,NOME FANTASIA 677,ENDERECO 677,NUMERO 677,COMPLEMENTO 677,BAIRRO 677,SAO PAULO,SP,CEP 677,MICRO,"R$ 501 - R$ 2,5 M",7000000100.0,201 - 500,01/01/1970,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_677,TELEFONE 2_EMPRESA_677,TELEFONE 3_EMPRESA_677,TELEFONE 4_EMPRESA_677,,WEBSITE 1_EMPRESA_677,,,,
3337,EMPRESA_ID_678,EMPRESA 678,NOME FANTASIA 678,ENDERECO 678,NUMERO 678,COMPLEMENTO 678,BAIRRO 678,VILA VELHA,ES,CEP 678,PEQUENO,"R$ 501 - R$ 2,5 M",18000100.0,0 - 3,07/18/2001,MATRIZ,ATIVA,Educação superior - graduação e pós-graduação,Empresa Privada,TELEFONE 1_EMPRESA_678,TELEFONE 2_EMPRESA_678,TELEFONE 3_EMPRESA_678,TELEFONE 4_EMPRESA_678,TELEFONE 5_EMPRESA_678,WEBSITE 1_EMPRESA_678,WEBSITE 2_EMPRESA_678,WEBSITE 3_EMPRESA_678,WEBSITE 4_EMPRESA_678,WEBSITE 5_EMPRESA_678
3338,EMPRESA_ID_679,EMPRESA 679,NOME FANTASIA 679,ENDERECO 679,NUMERO 679,COMPLEMENTO 679,BAIRRO 679,SAO PAULO,SP,CEP 679,MICRO,"R$ 501 - R$ 2,5 M",1100000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Atividades de contabilidade,Empresa Privada,TELEFONE 1_EMPRESA_679,,,,,WEBSITE 1_EMPRESA_679,,,,
3339,EMPRESA_ID_68,EMPRESA 68,NOME FANTASIA 68,ENDERECO 68,NUMERO 68,COMPLEMENTO 68,BAIRRO 68,SAO PAULO,SP,CEP 68,MICRO,"R$ 501 - R$ 2,5 M",36000100.0,4 - 10,01/01/1970,MATRIZ,ATIVA,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_68,TELEFONE 2_EMPRESA_68,TELEFONE 3_EMPRESA_68,TELEFONE 4_EMPRESA_68,TELEFONE 5_EMPRESA_68,WEBSITE 1_EMPRESA_68,,,,
3340,EMPRESA_ID_680,EMPRESA 680,NOME FANTASIA 680,ENDERECO 680,NUMERO 680,COMPLEMENTO 680,BAIRRO 680,SAO PAULO,SP,CEP 680,MICRO,R$ 10 M - R$ 50 M,18000100.0,0 - 3,09/27/2013,FILIAL,ATIVA,Comércio varejista de artigos do vestuário e acessórios,Empresa Privada,TELEFONE 1_EMPRESA_680,TELEFONE 2_EMPRESA_680,,,,,,,,
3341,EMPRESA_ID_681,EMPRESA 681,NOME FANTASIA 681,ENDERECO 681,NUMERO 681,COMPLEMENTO 681,BAIRRO 681,SAO PAULO,SP,CEP 681,PEQUENO,R$ 51K - R$ 250 K,18000100.0,4 - 10,06/13/1995,MATRIZ,ATIVA,"Lanchonetes, casas de chá, de sucos e similares",Empresa Privada,TELEFONE 1_EMPRESA_681,TELEFONE 2_EMPRESA_681,TELEFONE 3_EMPRESA_681,,,WEBSITE 1_EMPRESA_681,,,,
3342,EMPRESA_ID_682,EMPRESA 682,NOME FANTASIA 682,ENDERECO 682,NUMERO 682,COMPLEMENTO 682,BAIRRO 682,SAO PAULO,SP,CEP 682,PEQUENO,"R$ 501 - R$ 2,5 M",400000100.0,11 - 50,04/26/1968,MATRIZ,ATIVA,Corretoras de câmbio,Empresa Privada,TELEFONE 1_EMPRESA_682,,,,,,,,,
3343,EMPRESA_ID_683,EMPRESA 683,NOME FANTASIA 683,ENDERECO 683,NUMERO 683,COMPLEMENTO 683,BAIRRO 683,SAO PAULO,SP,CEP 683,PEQUENO,R$ 10 M - R$ 50 M,130000100.0,11 - 50,06/14/2000,MATRIZ,ATIVA,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Empresa Privada,TELEFONE 1_EMPRESA_683,TELEFONE 2_EMPRESA_683,TELEFONE 3_EMPRESA_683,TELEFONE 4_EMPRESA_683,,WEBSITE 1_EMPRESA_683,,,,
3344,EMPRESA_ID_684,EMPRESA 684,NOME FANTASIA 684,ENDERECO 684,NUMERO 684,COMPLEMENTO 684,BAIRRO 684,SAO PAULO,SP,CEP 684,PEQUENO,R$ 251 - R$ 500 K,90000100.0,11 - 50,09/27/1973,MATRIZ,ATIVA,Edição integrada à impressão de livros,Empresa Privada,TELEFONE 1_EMPRESA_684,TELEFONE 2_EMPRESA_684,TELEFONE 3_EMPRESA_684,,,WEBSITE 1_EMPRESA_684,WEBSITE 2_EMPRESA_684,WEBSITE 3_EMPRESA_684,,
3345,EMPRESA_ID_685,EMPRESA 685,NOME FANTASIA 685,ENDERECO 685,NUMERO 685,COMPLEMENTO 685,BAIRRO 685,SAO PAULO,SP,CEP 685,MICRO,R$ 251 - R$ 500 K,60000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_685,TELEFONE 2_EMPRESA_685,TELEFONE 3_EMPRESA_685,TELEFONE 4_EMPRESA_685,,WEBSITE 1_EMPRESA_685,WEBSITE 2_EMPRESA_685,,,
3346,EMPRESA_ID_686,EMPRESA 686,NOME FANTASIA 686,ENDERECO 686,NUMERO 686,COMPLEMENTO 686,BAIRRO 686,SAO PAULO,SP,CEP 686,PEQUENO,"R$ 2,5 M - R$ 10 M",400000100.0,51 - 200,05/28/1985,MATRIZ,ATIVA,Laboratórios clínicos,Empresa Privada,TELEFONE 1_EMPRESA_686,TELEFONE 2_EMPRESA_686,TELEFONE 3_EMPRESA_686,TELEFONE 4_EMPRESA_686,TELEFONE 5_EMPRESA_686,WEBSITE 1_EMPRESA_686,,,,
3347,EMPRESA_ID_687,EMPRESA 687,NOME FANTASIA 687,ENDERECO 687,NUMERO 687,COMPLEMENTO 687,BAIRRO 687,SAO PAULO,SP,CEP 687,PEQUENO,R$ 51K - R$ 250 K,36000100.0,11 - 50,01/01/1970,FILIAL,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_687,TELEFONE 2_EMPRESA_687,TELEFONE 3_EMPRESA_687,,,WEBSITE 1_EMPRESA_687,,,,
3348,EMPRESA_ID_688,EMPRESA 688,NOME FANTASIA 688,ENDERECO 688,NUMERO 688,COMPLEMENTO 688,BAIRRO 688,SAO PAULO,SP,CEP 688,PEQUENO,R$ 10 M - R$ 50 M,36000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Atividades de atenção ambulatorial não especificadas anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_688,TELEFONE 2_EMPRESA_688,,,,WEBSITE 1_EMPRESA_688,,,,
3349,EMPRESA_ID_689,EMPRESA 689,NOME FANTASIA 689,ENDERECO 689,NUMERO 689,COMPLEMENTO 689,BAIRRO 689,SAO PAULO,SP,CEP 689,DEMAIS,"R$ 501 - R$ 2,5 M",400000100.0,51 - 200,11/17/2005,MATRIZ,BAIXADA,"Outras sociedades de participação, exceto holdings",Empresa Privada,TELEFONE 1_EMPRESA_689,,,,,,,,,
3350,EMPRESA_ID_69,EMPRESA 69,NOME FANTASIA 69,ENDERECO 69,NUMERO 69,COMPLEMENTO 69,BAIRRO 69,SAO PAULO,SP,CEP 69,MEDIO,"R$ 501 - R$ 2,5 M",60000100.0,11 - 50,12/17/1991,FILIAL,ATIVA,Agências de viagens,Empresa Privada,TELEFONE 1_EMPRESA_69,TELEFONE 2_EMPRESA_69,TELEFONE 3_EMPRESA_69,TELEFONE 4_EMPRESA_69,TELEFONE 5_EMPRESA_69,WEBSITE 1_EMPRESA_69,,,,
3351,EMPRESA_ID_690,EMPRESA 690,NOME FANTASIA 690,ENDERECO 690,NUMERO 690,COMPLEMENTO 690,BAIRRO 690,RIO DE JANEIRO,RJ,CEP 690,PEQUENO,"R$ 501 - R$ 2,5 M",130000100.0,11 - 50,09/30/1987,MATRIZ,ATIVA,Representantes comerciais e agentes do comércio de mercadorias em geral não especializado,Empresa Privada,TELEFONE 1_EMPRESA_690,TELEFONE 2_EMPRESA_690,TELEFONE 3_EMPRESA_690,TELEFONE 4_EMPRESA_690,TELEFONE 5_EMPRESA_690,WEBSITE 1_EMPRESA_690,WEBSITE 2_EMPRESA_690,,,
3352,EMPRESA_ID_691,EMPRESA 691,NOME FANTASIA 691,ENDERECO 691,NUMERO 691,COMPLEMENTO 691,BAIRRO 691,BARUERI,SP,CEP 691,PEQUENO,"R$ 501 - R$ 2,5 M",480000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Restaurantes e similares,Empresa Privada,TELEFONE 1_EMPRESA_691,TELEFONE 2_EMPRESA_691,,,,,,,,
3353,EMPRESA_ID_692,EMPRESA 692,NOME FANTASIA 692,ENDERECO 692,NUMERO 692,COMPLEMENTO 692,BAIRRO 692,SAO PAULO,SP,CEP 692,MEDIO,R$ 0 - R$ 50 K,90000100.0,11 - 50,07/13/2009,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_692,TELEFONE 2_EMPRESA_692,TELEFONE 3_EMPRESA_692,TELEFONE 4_EMPRESA_692,TELEFONE 5_EMPRESA_692,WEBSITE 1_EMPRESA_692,WEBSITE 2_EMPRESA_692,WEBSITE 3_EMPRESA_692,WEBSITE 4_EMPRESA_692,WEBSITE 5_EMPRESA_692
3354,EMPRESA_ID_693,EMPRESA 693,NOME FANTASIA 693,ENDERECO 693,NUMERO 693,COMPLEMENTO 693,BAIRRO 693,RIO DE JANEIRO,RJ,CEP 693,PEQUENO,"R$ 501 - R$ 2,5 M",90000100.0,11 - 50,03/15/2002,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador não customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_693,TELEFONE 2_EMPRESA_693,TELEFONE 3_EMPRESA_693,TELEFONE 4_EMPRESA_693,TELEFONE 5_EMPRESA_693,WEBSITE 1_EMPRESA_693,WEBSITE 2_EMPRESA_693,,,
3355,EMPRESA_ID_694,EMPRESA 694,NOME FANTASIA 694,ENDERECO 694,NUMERO 694,COMPLEMENTO 694,BAIRRO 694,SAO PAULO,SP,CEP 694,PEQUENO,R$ 50 M - R$ 100 M,34000000100.0,null,01/01/1970,MATRIZ,ATIVA,Atividades de organizações associativas patronais e empresariais,Associação,TELEFONE 1_EMPRESA_694,TELEFONE 2_EMPRESA_694,TELEFONE 3_EMPRESA_694,TELEFONE 4_EMPRESA_694,TELEFONE 5_EMPRESA_694,WEBSITE 1_EMPRESA_694,WEBSITE 2_EMPRESA_694,WEBSITE 3_EMPRESA_694,,
3356,EMPRESA_ID_695,EMPRESA 695,NOME FANTASIA 695,ENDERECO 695,NUMERO 695,COMPLEMENTO 695,BAIRRO 695,SAO PAULO,SP,CEP 695,DEMAIS,R$ 251 - R$ 500 K,330000100.0,11 - 50,01/01/1970,MATRIZ,BAIXADA,Seleção e agenciamento de mão de obra,Empresa Privada,TELEFONE 1_EMPRESA_695,TELEFONE 2_EMPRESA_695,,,,WEBSITE 1_EMPRESA_695,,,,
3357,EMPRESA_ID_696,EMPRESA 696,NOME FANTASIA 696,ENDERECO 696,NUMERO 696,COMPLEMENTO 696,BAIRRO 696,SAO PAULO,SP,CEP 696,MICRO,R$ 0 - R$ 50 K,18000100.0,4 - 10,12/19/2012,MATRIZ,ATIVA,Consultoria em tecnologia da informação,Empresa Privada,TELEFONE 1_EMPRESA_696,TELEFONE 2_EMPRESA_696,,,,WEBSITE 1_EMPRESA_696,,,,
3358,EMPRESA_ID_697,EMPRESA 697,NOME FANTASIA 697,ENDERECO 697,NUMERO 697,COMPLEMENTO 697,BAIRRO 697,SAO PAULO,SP,CEP 697,PEQUENO,R$ 0 - R$ 50 K,60000100.0,0 - 3,10/15/2001,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_697,TELEFONE 2_EMPRESA_697,TELEFONE 3_EMPRESA_697,,,WEBSITE 1_EMPRESA_697,WEBSITE 2_EMPRESA_697,,,
3359,EMPRESA_ID_698,EMPRESA 698,NOME FANTASIA 698,ENDERECO 698,NUMERO 698,COMPLEMENTO 698,BAIRRO 698,SAO PAULO,SP,CEP 698,GRANDE,R$ 0 - R$ 50 K,60000100.0,11 - 50,07/14/1977,MATRIZ,ATIVA,Administração pública em geral,Órgão Público,TELEFONE 1_EMPRESA_698,TELEFONE 2_EMPRESA_698,TELEFONE 3_EMPRESA_698,TELEFONE 4_EMPRESA_698,,,,,,
3360,EMPRESA_ID_699,EMPRESA 699,NOME FANTASIA 699,ENDERECO 699,NUMERO 699,COMPLEMENTO 699,BAIRRO 699,SAO PAULO,SP,CEP 699,MEDIO,R$ 251 - R$ 500 K,8500000100.0,201 - 500,03/27/1996,MATRIZ,ATIVA,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica",Empresa Privada,TELEFONE 1_EMPRESA_699,TELEFONE 2_EMPRESA_699,TELEFONE 3_EMPRESA_699,,,WEBSITE 1_EMPRESA_699,WEBSITE 2_EMPRESA_699,,,
3361,EMPRESA_ID_7,EMPRESA 7,NOME FANTASIA 7,ENDERECO 7,NUMERO 7,COMPLEMENTO 7,BAIRRO 7,SAO PAULO,SP,CEP 7,PEQUENO,"R$ 501 - R$ 2,5 M",60000100.0,11 - 50,08/20/1996,MATRIZ,ATIVA,"Serviços de organização de feiras, congressos, exposições e festas",Empresa Privada,TELEFONE 1_EMPRESA_7,TELEFONE 2_EMPRESA_7,TELEFONE 3_EMPRESA_7,TELEFONE 4_EMPRESA_7,TELEFONE 5_EMPRESA_7,WEBSITE 1_EMPRESA_7,WEBSITE 2_EMPRESA_7,,,
3362,EMPRESA_ID_70,EMPRESA 70,NOME FANTASIA 70,ENDERECO 70,NUMERO 70,COMPLEMENTO 70,BAIRRO 70,COTIA,SP,CEP 70,PEQUENO,"R$ 501 - R$ 2,5 M",60000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_70,TELEFONE 2_EMPRESA_70,TELEFONE 3_EMPRESA_70,TELEFONE 4_EMPRESA_70,TELEFONE 5_EMPRESA_70,WEBSITE 1_EMPRESA_70,,,,
3363,EMPRESA_ID_700,EMPRESA 700,NOME FANTASIA 700,ENDERECO 700,NUMERO 700,COMPLEMENTO 700,BAIRRO 700,SAO PAULO,SP,CEP 700,MICRO,"R$ 501 - R$ 2,5 M",2000000100.0,51 - 200,01/22/1985,MATRIZ,ATIVA,Atividades de organizações associativas patronais e empresariais,Associação,TELEFONE 1_EMPRESA_700,TELEFONE 2_EMPRESA_700,TELEFONE 3_EMPRESA_700,,,WEBSITE 1_EMPRESA_700,WEBSITE 2_EMPRESA_700,,,
3364,EMPRESA_ID_701,EMPRESA 701,NOME FANTASIA 701,ENDERECO 701,NUMERO 701,COMPLEMENTO 701,BAIRRO 701,SAO PAULO,SP,CEP 701,MICRO,R$ 0 - R$ 50 K,60000100.0,4 - 10,01/01/1970,MATRIZ,ATIVA,Serviços de engenharia,Empresa Privada,TELEFONE 1_EMPRESA_701,TELEFONE 2_EMPRESA_701,TELEFONE 3_EMPRESA_701,TELEFONE 4_EMPRESA_701,TELEFONE 5_EMPRESA_701,WEBSITE 1_EMPRESA_701,,,,
3365,EMPRESA_ID_702,EMPRESA 702,NOME FANTASIA 702,ENDERECO 702,NUMERO 702,COMPLEMENTO 702,BAIRRO 702,RIO DE JANEIRO,RJ,CEP 702,PEQUENO,R$ 0 - R$ 50 K,60000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Agências de publicidade,Empresa Privada,TELEFONE 1_EMPRESA_702,TELEFONE 2_EMPRESA_702,TELEFONE 3_EMPRESA_702,TELEFONE 4_EMPRESA_702,TELEFONE 5_EMPRESA_702,WEBSITE 1_EMPRESA_702,,,,
