,EMPRESA_ID,RAZAO SOCIAL,NOME FANTASIA,ENDERECO,ENDERECO NUMERO,ENDERECO COMPLEMENTO,BAIRRO,CIDADE,ESTADO,CEP,TAMANHO,CAPITAL SOCIAL,FATURAMENTO,FUNCIONARIOS,DATA DE ABERTURA,TIPO DE UNIDADE,SITUACAO,ATIVIDADE PRINCIPAL,NATUREZA JURIDICA,TELEFONE 1,TELEFONE 2,TELEFONE 3,TELEFONE 4,TELEFONE 5,WEBSITE 1,WEBSITE 2,WEBSITE 3,WEBSITE 4,WEBSITE 5
1059,EMPRESA_ID_1952,EMPRESA 1952,NOME FANTASIA 1952,ENDERECO 1952,NUMERO 1952,COMPLEMENTO 1952,BAIRRO 1952,CAMPINAS,SP,CEP 1952,MEDIO,"R$ 501 - R$ 2,5 M",60000100.0,51 - 200,11/17/1989,MATRIZ,ATIVA,Corretagem na compra e venda e avaliação de imóveis,Empresa Privada,TELEFONE 1_EMPRESA_1952,,,,,,,,,
1060,EMPRESA_ID_1953,EMPRESA 1953,NOME FANTASIA 1953,ENDERECO 1953,NUMERO 1953,COMPLEMENTO 1953,BAIRRO 1953,CAMPINAS,SP,CEP 1953,MEDIO,"R$ 501 - R$ 2,5 M",36000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Comércio atacadista de materiais de construção em geral,Empresa Privada,TELEFONE 1_EMPRESA_1953,TELEFONE 2_EMPRESA_1953,TELEFONE 3_EMPRESA_1953,TELEFONE 4_EMPRESA_1953,TELEFONE 5_EMPRESA_1953,WEBSITE 1_EMPRESA_1953,WEBSITE 2_EMPRESA_1953,WEBSITE 3_EMPRESA_1953,,
1061,EMPRESA_ID_1954,EMPRESA 1954,NOME FANTASIA 1954,ENDERECO 1954,NUMERO 1954,COMPLEMENTO 1954,BAIRRO 1954,ITATIBA,SP,CEP 1954,PEQUENO,"R$ 2,5 M - R$ 10 M",3800000100.0,51 - 200,03/24/1999,MATRIZ,ATIVA,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",Empresa Privada,TELEFONE 1_EMPRESA_1954,TELEFONE 2_EMPRESA_1954,TELEFONE 3_EMPRESA_1954,TELEFONE 4_EMPRESA_1954,,,,,,
1062,EMPRESA_ID_1955,EMPRESA 1955,NOME FANTASIA 1955,ENDERECO 1955,NUMERO 1955,COMPLEMENTO 1955,BAIRRO 1955,OSASCO,SP,CEP 1955,PEQUENO,"R$ 501 - R$ 2,5 M",18000100.0,0 - 3,02/15/2012,FILIAL,ATIVA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",Empresa Privada,TELEFONE 1_EMPRESA_1955,TELEFONE 2_EMPRESA_1955,,,,WEBSITE 1_EMPRESA_1955,,,,
1063,EMPRESA_ID_1956,EMPRESA 1956,NOME FANTASIA 1956,ENDERECO 1956,NUMERO 1956,COMPLEMENTO 1956,BAIRRO 1956,CAMPINAS,SP,CEP 1956,PEQUENO,R$ 10 M - R$ 50 M,400000100.0,51 - 200,02/27/2003,MATRIZ,ATIVA,Consultoria em tecnologia da informação,Empresa Privada,TELEFONE 1_EMPRESA_1956,TELEFONE 2_EMPRESA_1956,TELEFONE 3_EMPRESA_1956,,,WEBSITE 1_EMPRESA_1956,,,,
1064,EMPRESA_ID_1957,EMPRESA 1957,NOME FANTASIA 1957,ENDERECO 1957,NUMERO 1957,COMPLEMENTO 1957,BAIRRO 1957,CAMPINAS,SP,CEP 1957,MICRO,R$ 10 M - R$ 50 M,130000100.0,11 - 50,01/22/2009,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_1957,TELEFONE 2_EMPRESA_1957,,,,WEBSITE 1_EMPRESA_1957,WEBSITE 2_EMPRESA_1957,,,
1065,EMPRESA_ID_1958,EMPRESA 1958,NOME FANTASIA 1958,ENDERECO 1958,NUMERO 1958,COMPLEMENTO 1958,BAIRRO 1958,CAMPINAS,SP,CEP 1958,PEQUENO,R$ 251 - R$ 500 K,330000100.0,11 - 50,06/22/1967,MATRIZ,ATIVA,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",Empresa Privada,TELEFONE 1_EMPRESA_1958,TELEFONE 2_EMPRESA_1958,TELEFONE 3_EMPRESA_1958,,,WEBSITE 1_EMPRESA_1958,WEBSITE 2_EMPRESA_1958,WEBSITE 3_EMPRESA_1958,,
1066,EMPRESA_ID_1959,EMPRESA 1959,NOME FANTASIA 1959,ENDERECO 1959,NUMERO 1959,COMPLEMENTO 1959,BAIRRO 1959,ITAPIRA,SP,CEP 1959,MEDIO,R$ 251 - R$ 500 K,130000100.0,11 - 50,01/26/2005,MATRIZ,ATIVA,"Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal",Empresa Privada,TELEFONE 1_EMPRESA_1959,TELEFONE 2_EMPRESA_1959,TELEFONE 3_EMPRESA_1959,TELEFONE 4_EMPRESA_1959,TELEFONE 5_EMPRESA_1959,WEBSITE 1_EMPRESA_1959,,,,
1067,EMPRESA_ID_196,EMPRESA 196,NOME FANTASIA 196,ENDERECO 196,NUMERO 196,COMPLEMENTO 196,BAIRRO 196,SANTO ANDRE,SP,CEP 196,PEQUENO,"R$ 501 - R$ 2,5 M",5000000100.0,51 - 200,01/24/1997,MATRIZ,ATIVA,Atividade médica ambulatorial com recursos para realização de exames complementares,Empresa Privada,TELEFONE 1_EMPRESA_196,TELEFONE 2_EMPRESA_196,TELEFONE 3_EMPRESA_196,TELEFONE 4_EMPRESA_196,TELEFONE 5_EMPRESA_196,WEBSITE 1_EMPRESA_196,,,,
1068,EMPRESA_ID_1960,EMPRESA 1960,NOME FANTASIA 1960,ENDERECO 1960,NUMERO 1960,COMPLEMENTO 1960,BAIRRO 1960,CAMPINAS,SP,CEP 1960,PEQUENO,R$ 251 - R$ 500 K,90000100.0,11 - 50,08/27/1993,MATRIZ,ATIVA,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1960,TELEFONE 2_EMPRESA_1960,,,,WEBSITE 1_EMPRESA_1960,WEBSITE 2_EMPRESA_1960,WEBSITE 3_EMPRESA_1960,,
1069,EMPRESA_ID_1961,EMPRESA 1961,NOME FANTASIA 1961,ENDERECO 1961,NUMERO 1961,COMPLEMENTO 1961,BAIRRO 1961,RAFARD,SP,CEP 1961,PEQUENO,R$ 100 M - R$ 250 M,46000000100.0,null,01/01/1970,MATRIZ,ATIVA,Fabricação de conservas de frutas,Empresa Privada,TELEFONE 1_EMPRESA_1961,TELEFONE 2_EMPRESA_1961,TELEFONE 3_EMPRESA_1961,,,WEBSITE 1_EMPRESA_1961,WEBSITE 2_EMPRESA_1961,,,
1070,EMPRESA_ID_1962,EMPRESA 1962,NOME FANTASIA 1962,ENDERECO 1962,NUMERO 1962,COMPLEMENTO 1962,BAIRRO 1962,SUMARE,SP,CEP 1962,MICRO,R$ 50 M - R$ 100 M,330000100.0,11 - 50,01/26/2011,MATRIZ,ATIVA,"Comércio a varejo de automóveis, camionetas e utilitários novos",Empresa Privada,TELEFONE 1_EMPRESA_1962,TELEFONE 2_EMPRESA_1962,TELEFONE 3_EMPRESA_1962,TELEFONE 4_EMPRESA_1962,,,,,,
1071,EMPRESA_ID_1963,EMPRESA 1963,NOME FANTASIA 1963,ENDERECO 1963,NUMERO 1963,COMPLEMENTO 1963,BAIRRO 1963,JUNDIAI,SP,CEP 1963,PEQUENO,"R$ 2,5 M - R$ 10 M",42000000100.0,null,03/31/2015,FILIAL,ATIVA,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia",Empresa Privada,TELEFONE 1_EMPRESA_1963,,,,,,,,,
1072,EMPRESA_ID_1964,EMPRESA 1964,NOME FANTASIA 1964,ENDERECO 1964,NUMERO 1964,COMPLEMENTO 1964,BAIRRO 1964,VALINHOS,SP,CEP 1964,MICRO,"R$ 2,5 M - R$ 10 M",3200000100.0,51 - 200,01/01/1970,FILIAL,ATIVA,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador",Empresa Privada,TELEFONE 1_EMPRESA_1964,,,,,,,,,
1073,EMPRESA_ID_1965,EMPRESA 1965,NOME FANTASIA 1965,ENDERECO 1965,NUMERO 1965,COMPLEMENTO 1965,BAIRRO 1965,CAMPINAS,SP,CEP 1965,MEDIO,"R$ 501 - R$ 2,5 M",18000100.0,0 - 3,04/30/1985,MATRIZ,ATIVA,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1965,TELEFONE 2_EMPRESA_1965,TELEFONE 3_EMPRESA_1965,TELEFONE 4_EMPRESA_1965,TELEFONE 5_EMPRESA_1965,WEBSITE 1_EMPRESA_1965,,,,
1074,EMPRESA_ID_1966,EMPRESA 1966,NOME FANTASIA 1966,ENDERECO 1966,NUMERO 1966,COMPLEMENTO 1966,BAIRRO 1966,CAMPINAS,SP,CEP 1966,PEQUENO,"R$ 2,5 M - R$ 10 M",4400000100.0,51 - 200,07/13/2000,MATRIZ,ATIVA,Fabricação de materiais para medicina e odontologia,Empresa Privada,TELEFONE 1_EMPRESA_1966,TELEFONE 2_EMPRESA_1966,,,,WEBSITE 1_EMPRESA_1966,,,,
1075,EMPRESA_ID_1967,EMPRESA 1967,NOME FANTASIA 1967,ENDERECO 1967,NUMERO 1967,COMPLEMENTO 1967,BAIRRO 1967,CAMPINAS,SP,CEP 1967,MICRO,R$ 10 M - R$ 50 M,15000000100.0,11 - 50,08/21/2012,FILIAL,ATIVA,Atividades de cobrança e informações cadastrais,Empresa Privada,TELEFONE 1_EMPRESA_1967,TELEFONE 2_EMPRESA_1967,TELEFONE 3_EMPRESA_1967,,,,,,,
1076,EMPRESA_ID_1968,EMPRESA 1968,NOME FANTASIA 1968,ENDERECO 1968,NUMERO 1968,COMPLEMENTO 1968,BAIRRO 1968,CAMPINAS,SP,CEP 1968,PEQUENO,"R$ 501 - R$ 2,5 M",1400000100.0,51 - 200,07/23/1981,MATRIZ,ATIVA,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",Empresa Privada,TELEFONE 1_EMPRESA_1968,TELEFONE 2_EMPRESA_1968,TELEFONE 3_EMPRESA_1968,,,WEBSITE 1_EMPRESA_1968,,,,
1077,EMPRESA_ID_1969,EMPRESA 1969,NOME FANTASIA 1969,ENDERECO 1969,NUMERO 1969,COMPLEMENTO 1969,BAIRRO 1969,CAMPINAS,SP,CEP 1969,MICRO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_1969,,,,,WEBSITE 1_EMPRESA_1969,,,,
1078,EMPRESA_ID_197,EMPRESA 197,NOME FANTASIA 197,ENDERECO 197,NUMERO 197,COMPLEMENTO 197,BAIRRO 197,SAO PAULO,SP,CEP 197,PEQUENO,"R$ 501 - R$ 2,5 M",130000100.0,11 - 50,10/30/1970,MATRIZ,ATIVA,Fabricação de artefatos de material plástico para usos industriais,Empresa Privada,TELEFONE 1_EMPRESA_197,TELEFONE 2_EMPRESA_197,TELEFONE 3_EMPRESA_197,,,WEBSITE 1_EMPRESA_197,,,,
1079,EMPRESA_ID_1970,EMPRESA 1970,NOME FANTASIA 1970,ENDERECO 1970,NUMERO 1970,COMPLEMENTO 1970,BAIRRO 1970,CAMPINAS,SP,CEP 1970,MEDIO,"R$ 501 - R$ 2,5 M",18000100.0,0 - 3,01/22/2007,MATRIZ,ATIVA,Impermeabilização em obras de engenharia civil,Empresa Privada,TELEFONE 1_EMPRESA_1970,TELEFONE 2_EMPRESA_1970,TELEFONE 3_EMPRESA_1970,TELEFONE 4_EMPRESA_1970,,WEBSITE 1_EMPRESA_1970,,,,
1080,EMPRESA_ID_1971,EMPRESA 1971,NOME FANTASIA 1971,ENDERECO 1971,NUMERO 1971,COMPLEMENTO 1971,BAIRRO 1971,CAMPINAS,SP,CEP 1971,MICRO,R$ 0 - R$ 50 K,18000100.0,11 - 50,10/30/1997,MATRIZ,ATIVA,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal",Empresa Privada,TELEFONE 1_EMPRESA_1971,TELEFONE 2_EMPRESA_1971,TELEFONE 3_EMPRESA_1971,TELEFONE 4_EMPRESA_1971,TELEFONE 5_EMPRESA_1971,WEBSITE 1_EMPRESA_1971,,,,
1081,EMPRESA_ID_1972,EMPRESA 1972,NOME FANTASIA 1972,ENDERECO 1972,NUMERO 1972,COMPLEMENTO 1972,BAIRRO 1972,ITAPIRA,SP,CEP 1972,MICRO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,02/13/1988,MATRIZ,ATIVA,Fabricação de materiais para medicina e odontologia,Empresa Privada,TELEFONE 1_EMPRESA_1972,TELEFONE 2_EMPRESA_1972,TELEFONE 3_EMPRESA_1972,TELEFONE 4_EMPRESA_1972,TELEFONE 5_EMPRESA_1972,WEBSITE 1_EMPRESA_1972,WEBSITE 2_EMPRESA_1972,WEBSITE 3_EMPRESA_1972,WEBSITE 4_EMPRESA_1972,
1082,EMPRESA_ID_1973,EMPRESA 1973,NOME FANTASIA 1973,ENDERECO 1973,NUMERO 1973,COMPLEMENTO 1973,BAIRRO 1973,PAULINIA,SP,CEP 1973,MICRO,R$ 51K - R$ 250 K,330000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Treinamento em desenvolvimento profissional e gerencial,Empresa Privada,TELEFONE 1_EMPRESA_1973,,,,,,,,,
1083,EMPRESA_ID_1974,EMPRESA 1974,NOME FANTASIA 1974,ENDERECO 1974,NUMERO 1974,COMPLEMENTO 1974,BAIRRO 1974,CAMPINAS,SP,CEP 1974,PEQUENO,"R$ 2,5 M - R$ 10 M",1100000100.0,51 - 200,12/18/1995,MATRIZ,ATIVA,Atividades de contabilidade,Empresa Privada,TELEFONE 1_EMPRESA_1974,TELEFONE 2_EMPRESA_1974,TELEFONE 3_EMPRESA_1974,,,,,,,
1084,EMPRESA_ID_1975,EMPRESA 1975,NOME FANTASIA 1975,ENDERECO 1975,NUMERO 1975,COMPLEMENTO 1975,BAIRRO 1975,LAURO DE FREITAS,BA,CEP 1975,PEQUENO,R$ 51K - R$ 250 K,260000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Serviços de engenharia,Empresa Privada,TELEFONE 1_EMPRESA_1975,TELEFONE 2_EMPRESA_1975,TELEFONE 3_EMPRESA_1975,TELEFONE 4_EMPRESA_1975,TELEFONE 5_EMPRESA_1975,WEBSITE 1_EMPRESA_1975,,,,
1085,EMPRESA_ID_1976,EMPRESA 1976,NOME FANTASIA 1976,ENDERECO 1976,NUMERO 1976,COMPLEMENTO 1976,BAIRRO 1976,PIRACICABA,SP,CEP 1976,MICRO,"R$ 501 - R$ 2,5 M",3200000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Desenvolvimento e licenciamento de programas de computador customizáveis,Empresa Privada,TELEFONE 1_EMPRESA_1976,TELEFONE 2_EMPRESA_1976,TELEFONE 3_EMPRESA_1976,,,WEBSITE 1_EMPRESA_1976,WEBSITE 2_EMPRESA_1976,WEBSITE 3_EMPRESA_1976,WEBSITE 4_EMPRESA_1976,
1086,EMPRESA_ID_1977,EMPRESA 1977,NOME FANTASIA 1977,ENDERECO 1977,NUMERO 1977,COMPLEMENTO 1977,BAIRRO 1977,PIRACICABA,SP,CEP 1977,PEQUENO,"R$ 501 - R$ 2,5 M",7500000100.0,201 - 500,02/27/1997,MATRIZ,ATIVA,Sociedades de fomento mercantil - factoring,Empresa Privada,TELEFONE 1_EMPRESA_1977,TELEFONE 2_EMPRESA_1977,,,,WEBSITE 1_EMPRESA_1977,,,,
1087,EMPRESA_ID_1978,EMPRESA 1978,NOME FANTASIA 1978,ENDERECO 1978,NUMERO 1978,COMPLEMENTO 1978,BAIRRO 1978,CAMPINAS,SP,CEP 1978,PEQUENO,"R$ 2,5 M - R$ 10 M",36000100.0,4 - 10,10/13/1975,MATRIZ,ATIVA,"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios",Empresa Privada,TELEFONE 1_EMPRESA_1978,TELEFONE 2_EMPRESA_1978,TELEFONE 3_EMPRESA_1978,TELEFONE 4_EMPRESA_1978,TELEFONE 5_EMPRESA_1978,WEBSITE 1_EMPRESA_1978,,,,
1088,EMPRESA_ID_1979,EMPRESA 1979,NOME FANTASIA 1979,ENDERECO 1979,NUMERO 1979,COMPLEMENTO 1979,BAIRRO 1979,BARUERI,SP,CEP 1979,PEQUENO,"R$ 501 - R$ 2,5 M",1100000100.0,51 - 200,11/18/1993,MATRIZ,ATIVA,Serviços de engenharia,Empresa Privada,TELEFONE 1_EMPRESA_1979,TELEFONE 2_EMPRESA_1979,TELEFONE 3_EMPRESA_1979,TELEFONE 4_EMPRESA_1979,,,,,,
1089,EMPRESA_ID_198,EMPRESA 198,NOME FANTASIA 198,ENDERECO 198,NUMERO 198,COMPLEMENTO 198,BAIRRO 198,SAO PAULO,SP,CEP 198,PEQUENO,"R$ 501 - R$ 2,5 M",480000100.0,51 - 200,04/16/1986,MATRIZ,ATIVA,Consultoria em tecnologia da informação,Empresa Privada,TELEFONE 1_EMPRESA_198,TELEFONE 2_EMPRESA_198,TELEFONE 3_EMPRESA_198,TELEFONE 4_EMPRESA_198,TELEFONE 5_EMPRESA_198,WEBSITE 1_EMPRESA_198,,,,
1090,EMPRESA_ID_1980,EMPRESA 1980,NOME FANTASIA 1980,ENDERECO 1980,NUMERO 1980,COMPLEMENTO 1980,BAIRRO 1980,CAXIAS DO SUL,RS,CEP 1980,DEMAIS,R$ 10 M - R$ 50 M,5000000100.0,51 - 200,01/01/1970,FILIAL,ATIVA,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1980,,,,,WEBSITE 1_EMPRESA_1980,,,,
1091,EMPRESA_ID_1981,EMPRESA 1981,NOME FANTASIA 1981,ENDERECO 1981,NUMERO 1981,COMPLEMENTO 1981,BAIRRO 1981,CAMPINAS,SP,CEP 1981,MICRO,"R$ 501 - R$ 2,5 M",480000100.0,11 - 50,09/26/2014,MATRIZ,ATIVA,"Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet",Empresa Privada,TELEFONE 1_EMPRESA_1981,TELEFONE 2_EMPRESA_1981,,,,WEBSITE 1_EMPRESA_1981,WEBSITE 2_EMPRESA_1981,WEBSITE 3_EMPRESA_1981,,
1092,EMPRESA_ID_1982,EMPRESA 1982,NOME FANTASIA 1982,ENDERECO 1982,NUMERO 1982,COMPLEMENTO 1982,BAIRRO 1982,CAMPINAS,SP,CEP 1982,PEQUENO,R$ 0 - R$ 50 K,18000100.0,4 - 10,01/01/1970,MATRIZ,ATIVA,Atividades de contabilidade,Empresa Privada,TELEFONE 1_EMPRESA_1982,TELEFONE 2_EMPRESA_1982,TELEFONE 3_EMPRESA_1982,,,,,,,
1093,EMPRESA_ID_1983,EMPRESA 1983,NOME FANTASIA 1983,ENDERECO 1983,NUMERO 1983,COMPLEMENTO 1983,BAIRRO 1983,PIRACICABA,SP,CEP 1983,PEQUENO,"R$ 2,5 M - R$ 10 M",60000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,Comércio varejista especializado de equipamentos e suprimentos de informática,Empresa Privada,TELEFONE 1_EMPRESA_1983,TELEFONE 2_EMPRESA_1983,TELEFONE 3_EMPRESA_1983,TELEFONE 4_EMPRESA_1983,TELEFONE 5_EMPRESA_1983,WEBSITE 1_EMPRESA_1983,WEBSITE 2_EMPRESA_1983,WEBSITE 3_EMPRESA_1983,WEBSITE 4_EMPRESA_1983,
1094,EMPRESA_ID_1984,EMPRESA 1984,NOME FANTASIA 1984,ENDERECO 1984,NUMERO 1984,COMPLEMENTO 1984,BAIRRO 1984,PIRACICABA,SP,CEP 1984,DEMAIS,"R$ 501 - R$ 2,5 M",15000000100.0,201 - 500,01/01/1970,MATRIZ,ATIVA,Educação superior - graduação e pós-graduação,Associação,TELEFONE 1_EMPRESA_1984,TELEFONE 2_EMPRESA_1984,TELEFONE 3_EMPRESA_1984,TELEFONE 4_EMPRESA_1984,,WEBSITE 1_EMPRESA_1984,WEBSITE 2_EMPRESA_1984,WEBSITE 3_EMPRESA_1984,WEBSITE 4_EMPRESA_1984,
1095,EMPRESA_ID_1985,EMPRESA 1985,NOME FANTASIA 1985,ENDERECO 1985,NUMERO 1985,COMPLEMENTO 1985,BAIRRO 1985,PORTO ALEGRE,RS,CEP 1985,MICRO,"R$ 501 - R$ 2,5 M",2600000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Serviços advocatícios,Empresa Privada,TELEFONE 1_EMPRESA_1985,TELEFONE 2_EMPRESA_1985,TELEFONE 3_EMPRESA_1985,TELEFONE 4_EMPRESA_1985,TELEFONE 5_EMPRESA_1985,WEBSITE 1_EMPRESA_1985,,,,
1096,EMPRESA_ID_1986,EMPRESA 1986,NOME FANTASIA 1986,ENDERECO 1986,NUMERO 1986,COMPLEMENTO 1986,BAIRRO 1986,LIMEIRA,SP,CEP 1986,MEDIO,R$ 51K - R$ 250 K,36000100.0,4 - 10,10/22/1975,MATRIZ,ATIVA,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",Empresa Privada,TELEFONE 1_EMPRESA_1986,TELEFONE 2_EMPRESA_1986,TELEFONE 3_EMPRESA_1986,TELEFONE 4_EMPRESA_1986,TELEFONE 5_EMPRESA_1986,WEBSITE 1_EMPRESA_1986,WEBSITE 2_EMPRESA_1986,,,
1097,EMPRESA_ID_1987,EMPRESA 1987,NOME FANTASIA 1987,ENDERECO 1987,NUMERO 1987,COMPLEMENTO 1987,BAIRRO 1987,IBAITI,PR,CEP 1987,PEQUENO,"R$ 501 - R$ 2,5 M",400000100.0,51 - 200,01/30/2004,MATRIZ,ATIVA,Fabricação de produtos cerâmicos não refratários não especificados anteriormente,Empresa Privada,TELEFONE 1_EMPRESA_1987,TELEFONE 2_EMPRESA_1987,TELEFONE 3_EMPRESA_1987,TELEFONE 4_EMPRESA_1987,TELEFONE 5_EMPRESA_1987,WEBSITE 1_EMPRESA_1987,,,,
1098,EMPRESA_ID_1988,EMPRESA 1988,NOME FANTASIA 1988,ENDERECO 1988,NUMERO 1988,COMPLEMENTO 1988,BAIRRO 1988,AMERICANA,SP,CEP 1988,MEDIO,"R$ 501 - R$ 2,5 M",2600000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Preparação e fiação de fibras de algodão,Empresa Privada,TELEFONE 1_EMPRESA_1988,TELEFONE 2_EMPRESA_1988,,,,,,,,
1099,EMPRESA_ID_1989,EMPRESA 1989,NOME FANTASIA 1989,ENDERECO 1989,NUMERO 1989,COMPLEMENTO 1989,BAIRRO 1989,PIRACICABA,SP,CEP 1989,PEQUENO,R$ 251 - R$ 500 K,480000100.0,51 - 200,01/01/1970,MATRIZ,ATIVA,Fundição de ferro e aço,Empresa Privada,TELEFONE 1_EMPRESA_1989,TELEFONE 2_EMPRESA_1989,TELEFONE 3_EMPRESA_1989,TELEFONE 4_EMPRESA_1989,TELEFONE 5_EMPRESA_1989,WEBSITE 1_EMPRESA_1989,,,,
1100,EMPRESA_ID_199,EMPRESA 199,NOME FANTASIA 199,ENDERECO 199,NUMERO 199,COMPLEMENTO 199,BAIRRO 199,SAO PAULO,SP,CEP 199,PEQUENO,R$ 51K - R$ 250 K,400000100.0,51 - 200,10/14/2009,MATRIZ,ATIVA,Atividades de administração de fundos por contrato ou comissão,Empresa Privada,TELEFONE 1_EMPRESA_199,TELEFONE 2_EMPRESA_199,TELEFONE 3_EMPRESA_199,,,,,,,
1101,EMPRESA_ID_1990,EMPRESA 1990,NOME FANTASIA 1990,ENDERECO 1990,NUMERO 1990,COMPLEMENTO 1990,BAIRRO 1990,PIRACICABA,SP,CEP 1990,PEQUENO,R$ 10 M - R$ 50 M,330000100.0,11 - 50,09/30/1992,MATRIZ,ATIVA,Atividades de contabilidade,Empresa Privada,TELEFONE 1_EMPRESA_1990,,,,,,,,,
1102,EMPRESA_ID_1991,EMPRESA 1991,NOME FANTASIA 1991,ENDERECO 1991,NUMERO 1991,COMPLEMENTO 1991,BAIRRO 1991,PIRACICABA,SP,CEP 1991,MEDIO,R$ 51K - R$ 250 K,60000100.0,0 - 3,11/27/1970,MATRIZ,ATIVA,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",Empresa Privada,TELEFONE 1_EMPRESA_1991,TELEFONE 2_EMPRESA_1991,,,,,,,,
1103,EMPRESA_ID_1992,EMPRESA 1992,NOME FANTASIA 1992,ENDERECO 1992,NUMERO 1992,COMPLEMENTO 1992,BAIRRO 1992,PIRACICABA,SP,CEP 1992,MEDIO,R$ 51K - R$ 250 K,60000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",Empresa Privada,TELEFONE 1_EMPRESA_1992,TELEFONE 2_EMPRESA_1992,TELEFONE 3_EMPRESA_1992,TELEFONE 4_EMPRESA_1992,TELEFONE 5_EMPRESA_1992,WEBSITE 1_EMPRESA_1992,WEBSITE 2_EMPRESA_1992,,,
1104,EMPRESA_ID_1993,EMPRESA 1993,NOME FANTASIA 1993,ENDERECO 1993,NUMERO 1993,COMPLEMENTO 1993,BAIRRO 1993,PIRACICABA,SP,CEP 1993,PEQUENO,"R$ 2,5 M - R$ 10 M",4400000100.0,51 - 200,01/22/1999,MATRIZ,ATIVA,Instalação e manutenção elétrica,Empresa Privada,TELEFONE 1_EMPRESA_1993,TELEFONE 2_EMPRESA_1993,TELEFONE 3_EMPRESA_1993,TELEFONE 4_EMPRESA_1993,,WEBSITE 1_EMPRESA_1993,WEBSITE 2_EMPRESA_1993,,,
1105,EMPRESA_ID_1994,EMPRESA 1994,NOME FANTASIA 1994,ENDERECO 1994,NUMERO 1994,COMPLEMENTO 1994,BAIRRO 1994,PIRACICABA,SP,CEP 1994,PEQUENO,R$ 51K - R$ 250 K,36000100.0,4 - 10,12/27/1995,MATRIZ,ATIVA,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",Empresa Privada,TELEFONE 1_EMPRESA_1994,TELEFONE 2_EMPRESA_1994,TELEFONE 3_EMPRESA_1994,TELEFONE 4_EMPRESA_1994,TELEFONE 5_EMPRESA_1994,WEBSITE 1_EMPRESA_1994,,,,
1106,EMPRESA_ID_1995,EMPRESA 1995,NOME FANTASIA 1995,ENDERECO 1995,NUMERO 1995,COMPLEMENTO 1995,BAIRRO 1995,PIRACICABA,SP,CEP 1995,PEQUENO,"R$ 501 - R$ 2,5 M",330000100.0,11 - 50,09/20/1993,FILIAL,ATIVA,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas",Empresa Privada,TELEFONE 1_EMPRESA_1995,TELEFONE 2_EMPRESA_1995,TELEFONE 3_EMPRESA_1995,,,,,,,
1107,EMPRESA_ID_1996,EMPRESA 1996,NOME FANTASIA 1996,ENDERECO 1996,NUMERO 1996,COMPLEMENTO 1996,BAIRRO 1996,PIRACICABA,SP,CEP 1996,PEQUENO,R$ 51K - R$ 250 K,60000100.0,11 - 50,01/01/1970,MATRIZ,ATIVA,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",Empresa Privada,TELEFONE 1_EMPRESA_1996,TELEFONE 2_EMPRESA_1996,TELEFONE 3_EMPRESA_1996,,,WEBSITE 1_EMPRESA_1996,,,,
